"Kunta","Vuosi","Kuntien tunnusluvut"
"Saltvik",1986,1565
"Saltvik",1987,1580
"Saltvik",1988,1565
"Saltvik",1989,1591
"Saltvik",1990,1597
"Saltvik",1991,1634
"Saltvik",1992,1654
"Saltvik",1993,1661
"Saltvik",1994,1627
"Saltvik",1995,1636
"Saltvik",2004,1723
"Saltvik",2005,1739
"Saltvik",2006,1706
"Saltvik",2007,1731
"Saltvik",2008,1753
"Saltvik",2009,1792
"Saltvik",2010,1802
"Saltvik",2011,1810
"Saltvik",2012,1823
"Saltvik",2013,1813
"Sammatti",1986,1092
"Sammatti",1987,1102
"Sammatti",1988,1118
"Sammatti",1989,1131
"Sammatti",1990,1169
"Sammatti",1991,1204
"Sammatti",1992,1227
"Sammatti",1993,1242
"Sammatti",1994,1250
"Sammatti",1995,1227
"Sammatti",2004,1242
"Sammatti",2005,1300
"Sammatti",2006,1342
"Sammatti",2007,1334
"Sammatti",2008,1364
"Sammatti",2009,0
"Sammatti",2010,0
"Sammatti",2011,0
"Sammatti",2012,0
"Sammatti",2013,0
"Särkisalo",1986,866
"Särkisalo",1987,866
"Särkisalo",1988,854
"Särkisalo",1989,859
"Särkisalo",1990,850
"Särkisalo",1991,856
"Särkisalo",1992,850
"Särkisalo",1993,832
"Särkisalo",1994,827
"Särkisalo",1995,809
"Särkisalo",2004,710
"Särkisalo",2005,741
"Särkisalo",2006,743
"Särkisalo",2007,733
"Särkisalo",2008,742
"Särkisalo",2009,0
"Särkisalo",2010,0
"Särkisalo",2011,0
"Särkisalo",2012,0
"Särkisalo",2013,0
"Sastamala",1986,0
"Sastamala",1987,0
"Sastamala",1988,0
"Sastamala",1989,0
"Sastamala",1990,0
"Sastamala",1991,0
"Sastamala",1992,0
"Sastamala",1993,0
"Sastamala",1994,0
"Sastamala",1995,0
"Sastamala",2004,0
"Sastamala",2005,0
"Sastamala",2006,0
"Sastamala",2007,0
"Sastamala",2008,0
"Sastamala",2009,24476
"Sastamala",2010,24495
"Sastamala",2011,24498
"Sastamala",2012,24501
"Sastamala",2013,25511
"Sauvo",1986,2603
"Sauvo",1987,2619
"Sauvo",1988,2673
"Sauvo",1989,2765
"Sauvo",1990,2802
"Sauvo",1991,2809
"Sauvo",1992,2832
"Sauvo",1993,2846
"Sauvo",1994,2865
"Sauvo",1995,2846
"Sauvo",2004,2896
"Sauvo",2005,2931
"Sauvo",2006,2915
"Sauvo",2007,2950
"Sauvo",2008,3027
"Sauvo",2009,3040
"Sauvo",2010,3045
"Sauvo",2011,3043
"Sauvo",2012,3033
"Sauvo",2013,3032
"Savitaipale",1986,4925
"Savitaipale",1987,4903
"Savitaipale",1988,4880
"Savitaipale",1989,4858
"Savitaipale",1990,4831
"Savitaipale",1991,4806
"Savitaipale",1992,4743
"Savitaipale",1993,4684
"Savitaipale",1994,4641
"Savitaipale",1995,4601
"Savitaipale",2004,4162
"Savitaipale",2005,4126
"Savitaipale",2006,4132
"Savitaipale",2007,4071
"Savitaipale",2008,4023
"Savitaipale",2009,3957
"Savitaipale",2010,3863
"Savitaipale",2011,3789
"Savitaipale",2012,3764
"Savitaipale",2013,3729
"Savonlinna",1986,28649
"Savonlinna",1987,28597
"Savonlinna",1988,28489
"Savonlinna",1989,28477
"Savonlinna",1990,28538
"Savonlinna",1991,28562
"Savonlinna",1992,28557
"Savonlinna",1993,28640
"Savonlinna",1994,28710
"Savonlinna",1995,28867
"Savonlinna",2004,27463
"Savonlinna",2005,27239
"Savonlinna",2006,27118
"Savonlinna",2007,26775
"Savonlinna",2008,26672
"Savonlinna",2009,27742
"Savonlinna",2010,27685
"Savonlinna",2011,27585
"Savonlinna",2012,27421
"Savonlinna",2013,36256
"Savonranta",1986,1678
"Savonranta",1987,1698
"Savonranta",1988,1700
"Savonranta",1989,1657
"Savonranta",1990,1653
"Savonranta",1991,1609
"Savonranta",1992,1612
"Savonranta",1993,1557
"Savonranta",1994,1533
"Savonranta",1995,1499
"Savonranta",2004,1238
"Savonranta",2005,1217
"Savonranta",2006,1206
"Savonranta",2007,1206
"Savonranta",2008,1155
"Savonranta",2009,0
"Savonranta",2010,0
"Savonranta",2011,0
"Savonranta",2012,0
"Savonranta",2013,0
"Savukoski",1986,1881
"Savukoski",1987,1819
"Savukoski",1988,1809
"Savukoski",1989,1800
"Savukoski",1990,1778
"Savukoski",1991,1773
"Savukoski",1992,1763
"Savukoski",1993,1728
"Savukoski",1994,1685
"Savukoski",1995,1660
"Savukoski",2004,1329
"Savukoski",2005,1303
"Savukoski",2006,1266
"Savukoski",2007,1244
"Savukoski",2008,1216
"Savukoski",2009,1181
"Savukoski",2010,1179
"Savukoski",2011,1156
"Savukoski",2012,1127
"Savukoski",2013,1126
"Seinäjoki",1986,26390
"Seinäjoki",1987,26586
"Seinäjoki",1988,26871
"Seinäjoki",1989,27241
"Seinäjoki",1990,27509
"Seinäjoki",1991,27773
"Seinäjoki",1992,28104
"Seinäjoki",1993,28600
"Seinäjoki",1994,28972
"Seinäjoki",1995,29039
"Seinäjoki",2004,32041
"Seinäjoki",2005,36409
"Seinäjoki",2006,36751
"Seinäjoki",2007,37336
"Seinäjoki",2008,37964
"Seinäjoki",2009,57024
"Seinäjoki",2010,57811
"Seinäjoki",2011,58703
"Seinäjoki",2012,59556
"Seinäjoki",2013,60354
"Sievi",1986,4621
"Sievi",1987,4619
"Sievi",1988,4642
"Sievi",1989,4620
"Sievi",1990,4662
"Sievi",1991,4714
"Sievi",1992,4733
"Sievi",1993,4752
"Sievi",1994,4793
"Sievi",1995,4842
"Sievi",2004,5210
"Sievi",2005,5192
"Sievi",2006,5213
"Sievi",2007,5257
"Sievi",2008,5307
"Sievi",2009,5278
"Sievi",2010,5310
"Sievi",2011,5285
"Sievi",2012,5241
"Sievi",2013,5198
"Siikainen",1986,2446
"Siikainen",1987,2426
"Siikainen",1988,2392
"Siikainen",1989,2358
"Siikainen",1990,2353
"Siikainen",1991,2348
"Siikainen",1992,2311
"Siikainen",1993,2270
"Siikainen",1994,2231
"Siikainen",1995,2188
"Siikainen",2004,1816
"Siikainen",2005,1800
"Siikainen",2006,1794
"Siikainen",2007,1744
"Siikainen",2008,1677
"Siikainen",2009,1686
"Siikainen",2010,1654
"Siikainen",2011,1661
"Siikainen",2012,1641
"Siikainen",2013,1632
"Siikajoki",1986,1367
"Siikajoki",1987,1391
"Siikajoki",1988,1453
"Siikajoki",1989,1481
"Siikajoki",1990,1498
"Siikajoki",1991,1516
"Siikajoki",1992,1506
"Siikajoki",1993,1543
"Siikajoki",1994,1528
"Siikajoki",1995,1504
"Siikajoki",2004,1343
"Siikajoki",2005,1329
"Siikajoki",2006,1327
"Siikajoki",2007,5823
"Siikajoki",2008,5759
"Siikajoki",2009,5776
"Siikajoki",2010,5682
"Siikajoki",2011,5639
"Siikajoki",2012,5597
"Siikajoki",2013,5593
"Siikalatva",1986,0
"Siikalatva",1987,0
"Siikalatva",1988,0
"Siikalatva",1989,0
"Siikalatva",1990,0
"Siikalatva",1991,0
"Siikalatva",1992,0
"Siikalatva",1993,0
"Siikalatva",1994,0
"Siikalatva",1995,0
"Siikalatva",2004,0
"Siikalatva",2005,0
"Siikalatva",2006,0
"Siikalatva",2007,0
"Siikalatva",2008,0
"Siikalatva",2009,6293
"Siikalatva",2010,6179
"Siikalatva",2011,6061
"Siikalatva",2012,5983
"Siikalatva",2013,5857
"Siilinjärvi",1986,16948
"Siilinjärvi",1987,17176
"Siilinjärvi",1988,17466
"Siilinjärvi",1989,18013
"Siilinjärvi",1990,18534
"Siilinjärvi",1991,18747
"Siilinjärvi",1992,18928
"Siilinjärvi",1993,19144
"Siilinjärvi",1994,19310
"Siilinjärvi",1995,19304
"Siilinjärvi",2004,20234
"Siilinjärvi",2005,20271
"Siilinjärvi",2006,20609
"Siilinjärvi",2007,20750
"Siilinjärvi",2008,20769
"Siilinjärvi",2009,20964
"Siilinjärvi",2010,21010
"Siilinjärvi",2011,21311
"Siilinjärvi",2012,21431
"Siilinjärvi",2013,21567
"Simo",1986,4273
"Simo",1987,4278
"Simo",1988,4229
"Simo",1989,4220
"Simo",1990,4267
"Simo",1991,4280
"Simo",1992,4278
"Simo",1993,4219
"Simo",1994,4163
"Simo",1995,4158
"Simo",2004,3655
"Simo",2005,3621
"Simo",2006,3597
"Simo",2007,3588
"Simo",2008,3546
"Simo",2009,3496
"Simo",2010,3489
"Simo",2011,3441
"Simo",2012,3429
"Simo",2013,3356
"Sipoo",1986,13883
"Sipoo",1987,14030
"Sipoo",1988,14221
"Sipoo",1989,14398
"Sipoo",1990,14584
"Sipoo",1991,14674
"Sipoo",1992,14894
"Sipoo",1993,15217
"Sipoo",1994,15328
"Sipoo",1995,15497
"Sipoo",2004,18444
"Sipoo",2005,18719
"Sipoo",2006,19060
"Sipoo",2007,19470
"Sipoo",2008,19886
"Sipoo",2009,18036
"Sipoo",2010,18253
"Sipoo",2011,18526
"Sipoo",2012,18739
"Sipoo",2013,18914
"Siuntio",1986,3983
"Siuntio",1987,4035
"Siuntio",1988,4069
"Siuntio",1989,4114
"Siuntio",1990,4260
"Siuntio",1991,4230
"Siuntio",1992,4344
"Siuntio",1993,4392
"Siuntio",1994,4401
"Siuntio",1995,4445
"Siuntio",2004,5312
"Siuntio",2005,5422
"Siuntio",2006,5578
"Siuntio",2007,5780
"Siuntio",2008,5871
"Siuntio",2009,6024
"Siuntio",2010,6104
"Siuntio",2011,6148
"Siuntio",2012,6170
"Siuntio",2013,6183
"Sodankylä",1986,10490
"Sodankylä",1987,10613
"Sodankylä",1988,10628
"Sodankylä",1989,10604
"Sodankylä",1990,10564
"Sodankylä",1991,10574
"Sodankylä",1992,10668
"Sodankylä",1993,10724
"Sodankylä",1994,10747
"Sodankylä",1995,10736
"Sodankylä",2004,9336
"Sodankylä",2005,9216
"Sodankylä",2006,9081
"Sodankylä",2007,8982
"Sodankylä",2008,8872
"Sodankylä",2009,8801
"Sodankylä",2010,8779
"Sodankylä",2011,8806
"Sodankylä",2012,8834
"Sodankylä",2013,8884
"Soini",1986,2965
"Soini",1987,2970
"Soini",1988,2963
"Soini",1989,2956
"Soini",1990,2996
"Soini",1991,3025
"Soini",1992,3027
"Soini",1993,2986
"Soini",1994,2970
"Soini",1995,2925
"Soini",2004,2667
"Soini",2005,2614
"Soini",2006,2580
"Soini",2007,2526
"Soini",2008,2455
"Soini",2009,2429
"Soini",2010,2391
"Soini",2011,2360
"Soini",2012,2329
"Soini",2013,2284
"Somero",1986,10010
"Somero",1987,9974
"Somero",1988,9938
"Somero",1989,9984
"Somero",1990,9992
"Somero",1991,10003
"Somero",1992,9961
"Somero",1993,9939
"Somero",1994,9932
"Somero",1995,9894
"Somero",2004,9684
"Somero",2005,9606
"Somero",2006,9524
"Somero",2007,9491
"Somero",2008,9465
"Somero",2009,9402
"Somero",2010,9330
"Somero",2011,9268
"Somero",2012,9229
"Somero",2013,9146
"Sonkajärvi",1986,6442
"Sonkajärvi",1987,6395
"Sonkajärvi",1988,6288
"Sonkajärvi",1989,6185
"Sonkajärvi",1990,6101
"Sonkajärvi",1991,6025
"Sonkajärvi",1992,5978
"Sonkajärvi",1993,5862
"Sonkajärvi",1994,5811
"Sonkajärvi",1995,5671
"Sonkajärvi",2004,4995
"Sonkajärvi",2005,4951
"Sonkajärvi",2006,4900
"Sonkajärvi",2007,4825
"Sonkajärvi",2008,4706
"Sonkajärvi",2009,4694
"Sonkajärvi",2010,4671
"Sonkajärvi",2011,4600
"Sonkajärvi",2012,4493
"Sonkajärvi",2013,4454
"Sotkamo",1986,11628
"Sotkamo",1987,11596
"Sotkamo",1988,11553
"Sotkamo",1989,11472
"Sotkamo",1990,11472
"Sotkamo",1991,11605
"Sotkamo",1992,11599
"Sotkamo",1993,11563
"Sotkamo",1994,11551
"Sotkamo",1995,11477
"Sotkamo",2004,10701
"Sotkamo",2005,10713
"Sotkamo",2006,10738
"Sotkamo",2007,10716
"Sotkamo",2008,10719
"Sotkamo",2009,10703
"Sotkamo",2010,10702
"Sotkamo",2011,10697
"Sotkamo",2012,10682
"Sotkamo",2013,10659
"Sottunga",1986,149
"Sottunga",1987,150
"Sottunga",1988,139
"Sottunga",1989,140
"Sottunga",1990,139
"Sottunga",1991,133
"Sottunga",1992,130
"Sottunga",1993,134
"Sottunga",1994,129
"Sottunga",1995,127
"Sottunga",2004,131
"Sottunga",2005,127
"Sottunga",2006,120
"Sottunga",2007,116
"Sottunga",2008,115
"Sottunga",2009,125
"Sottunga",2010,119
"Sottunga",2011,103
"Sottunga",2012,101
"Sottunga",2013,100
"Sulkava",1986,4145
"Sulkava",1987,4099
"Sulkava",1988,4040
"Sulkava",1989,3993
"Sulkava",1990,3935
"Sulkava",1991,3927
"Sulkava",1992,3900
"Sulkava",1993,3831
"Sulkava",1994,3788
"Sulkava",1995,3758
"Sulkava",2004,3257
"Sulkava",2005,3196
"Sulkava",2006,3149
"Sulkava",2007,3087
"Sulkava",2008,3033
"Sulkava",2009,2965
"Sulkava",2010,2938
"Sulkava",2011,2876
"Sulkava",2012,2844
"Sulkava",2013,2794
"Sumiainen",1986,1400
"Sumiainen",1987,1387
"Sumiainen",1988,1381
"Sumiainen",1989,1416
"Sumiainen",1990,1427
"Sumiainen",1991,1419
"Sumiainen",1992,1414
"Sumiainen",1993,1407
"Sumiainen",1994,1398
"Sumiainen",1995,1380
"Sumiainen",2004,1289
"Sumiainen",2005,1313
"Sumiainen",2006,1303
"Sumiainen",2007,0
"Sumiainen",2008,0
"Sumiainen",2009,0
"Sumiainen",2010,0
"Sumiainen",2011,0
"Sumiainen",2012,0
"Sumiainen",2013,0
"Sund",1986,919
"Sund",1987,912
"Sund",1988,927
"Sund",1989,944
"Sund",1990,943
"Sund",1991,949
"Sund",1992,960
"Sund",1993,946
"Sund",1994,953
"Sund",1995,968
"Sund",2004,1024
"Sund",2005,1031
"Sund",2006,1033
"Sund",2007,1052
"Sund",2008,1031
"Sund",2009,1032
"Sund",2010,1019
"Sund",2011,1032
"Sund",2012,1035
"Sund",2013,1029
"Suodenniemi",1986,1519
"Suodenniemi",1987,1526
"Suodenniemi",1988,1528
"Suodenniemi",1989,1522
"Suodenniemi",1990,1524
"Suodenniemi",1991,1533
"Suodenniemi",1992,1540
"Suodenniemi",1993,1534
"Suodenniemi",1994,1522
"Suodenniemi",1995,1519
"Suodenniemi",2004,1349
"Suodenniemi",2005,1359
"Suodenniemi",2006,1333
"Suodenniemi",2007,0
"Suodenniemi",2008,0
"Suodenniemi",2009,0
"Suodenniemi",2010,0
"Suodenniemi",2011,0
"Suodenniemi",2012,0
"Suodenniemi",2013,0
"Suolahti",1986,6268
"Suolahti",1987,6251
"Suolahti",1988,6227
"Suolahti",1989,6215
"Suolahti",1990,6206
"Suolahti",1991,6217
"Suolahti",1992,6168
"Suolahti",1993,6036
"Suolahti",1994,6003
"Suolahti",1995,5999
"Suolahti",2004,5378
"Suolahti",2005,5364
"Suolahti",2006,5368
"Suolahti",2007,0
"Suolahti",2008,0
"Suolahti",2009,0
"Suolahti",2010,0
"Suolahti",2011,0
"Suolahti",2012,0
"Suolahti",2013,0
"Suomenniemi",1986,1032
"Suomenniemi",1987,1022
"Suomenniemi",1988,1006
"Suomenniemi",1989,996
"Suomenniemi",1990,1003
"Suomenniemi",1991,996
"Suomenniemi",1992,966
"Suomenniemi",1993,956
"Suomenniemi",1994,937
"Suomenniemi",1995,932
"Suomenniemi",2004,838
"Suomenniemi",2005,818
"Suomenniemi",2006,814
"Suomenniemi",2007,817
"Suomenniemi",2008,801
"Suomenniemi",2009,809
"Suomenniemi",2010,804
"Suomenniemi",2011,784
"Suomenniemi",2012,754
"Suomenniemi",2013,0
"Suomusjärvi",1986,1371
"Suomusjärvi",1987,1373
"Suomusjärvi",1988,1385
"Suomusjärvi",1989,1369
"Suomusjärvi",1990,1366
"Suomusjärvi",1991,1367
"Suomusjärvi",1992,1364
"Suomusjärvi",1993,1344
"Suomusjärvi",1994,1320
"Suomusjärvi",1995,1346
"Suomusjärvi",2004,1321
"Suomusjärvi",2005,1309
"Suomusjärvi",2006,1299
"Suomusjärvi",2007,1301
"Suomusjärvi",2008,1329
"Suomusjärvi",2009,0
"Suomusjärvi",2010,0
"Suomusjärvi",2011,0
"Suomusjärvi",2012,0
"Suomusjärvi",2013,0
"Suomussalmi",1986,13140
"Suomussalmi",1987,13038
"Suomussalmi",1988,12866
"Suomussalmi",1989,12688
"Suomussalmi",1990,12535
"Suomussalmi",1991,12497
"Suomussalmi",1992,12435
"Suomussalmi",1993,12306
"Suomussalmi",1994,12258
"Suomussalmi",1995,12124
"Suomussalmi",2004,10248
"Suomussalmi",2005,10071
"Suomussalmi",2006,9848
"Suomussalmi",2007,9632
"Suomussalmi",2008,9435
"Suomussalmi",2009,9332
"Suomussalmi",2010,9156
"Suomussalmi",2011,8943
"Suomussalmi",2012,8813
"Suomussalmi",2013,8661
"Suonenjoki",1986,8972
"Suonenjoki",1987,8926
"Suonenjoki",1988,8869
"Suonenjoki",1989,8797
"Suonenjoki",1990,8757
"Suonenjoki",1991,8684
"Suonenjoki",1992,8717
"Suonenjoki",1993,8656
"Suonenjoki",1994,8663
"Suonenjoki",1995,8560
"Suonenjoki",2004,7836
"Suonenjoki",2005,7766
"Suonenjoki",2006,7741
"Suonenjoki",2007,7678
"Suonenjoki",2008,7607
"Suonenjoki",2009,7611
"Suonenjoki",2010,7598
"Suonenjoki",2011,7577
"Suonenjoki",2012,7496
"Suonenjoki",2013,7456
"Sysmä",1986,5799
"Sysmä",1987,5719
"Sysmä",1988,5631
"Sysmä",1989,5535
"Sysmä",1990,5514
"Sysmä",1991,5530
"Sysmä",1992,5494
"Sysmä",1993,5457
"Sysmä",1994,5430
"Sysmä",1995,5326
"Sysmä",2004,4697
"Sysmä",2005,4655
"Sysmä",2006,4629
"Sysmä",2007,4578
"Sysmä",2008,4509
"Sysmä",2009,4391
"Sysmä",2010,4305
"Sysmä",2011,4261
"Sysmä",2012,4178
"Sysmä",2013,4139
"Taipalsaari",1986,4147
"Taipalsaari",1987,4251
"Taipalsaari",1988,4342
"Taipalsaari",1989,4409
"Taipalsaari",1990,4539
"Taipalsaari",1991,4658
"Taipalsaari",1992,4705
"Taipalsaari",1993,4771
"Taipalsaari",1994,4763
"Taipalsaari",1995,4796
"Taipalsaari",2004,4844
"Taipalsaari",2005,4895
"Taipalsaari",2006,4962
"Taipalsaari",2007,4964
"Taipalsaari",2008,4914
"Taipalsaari",2009,4888
"Taipalsaari",2010,4911
"Taipalsaari",2011,4855
"Taipalsaari",2012,4840
"Taipalsaari",2013,4826
"Taivalkoski",1986,5735
"Taivalkoski",1987,5734
"Taivalkoski",1988,5744
"Taivalkoski",1989,5668
"Taivalkoski",1990,5666
"Taivalkoski",1991,5659
"Taivalkoski",1992,5636
"Taivalkoski",1993,5659
"Taivalkoski",1994,5628
"Taivalkoski",1995,5595
"Taivalkoski",2004,4779
"Taivalkoski",2005,4728
"Taivalkoski",2006,4663
"Taivalkoski",2007,4621
"Taivalkoski",2008,4546
"Taivalkoski",2009,4491
"Taivalkoski",2010,4459
"Taivalkoski",2011,4422
"Taivalkoski",2012,4313
"Taivalkoski",2013,4251
"Taivassalo",1986,2035
"Taivassalo",1987,2013
"Taivassalo",1988,1994
"Taivassalo",1989,1992
"Taivassalo",1990,2016
"Taivassalo",1991,1979
"Taivassalo",1992,1951
"Taivassalo",1993,1943
"Taivassalo",1994,1886
"Taivassalo",1995,1896
"Taivassalo",2004,1762
"Taivassalo",2005,1742
"Taivassalo",2006,1748
"Taivassalo",2007,1730
"Taivassalo",2008,1708
"Taivassalo",2009,1692
"Taivassalo",2010,1700
"Taivassalo",2011,1690
"Taivassalo",2012,1682
"Taivassalo",2013,1667
"Tammela",1986,5653
"Tammela",1987,5640
"Tammela",1988,5681
"Tammela",1989,5666
"Tammela",1990,5811
"Tammela",1991,5919
"Tammela",1992,5979
"Tammela",1993,6184
"Tammela",1994,6147
"Tammela",1995,6156
"Tammela",2004,6484
"Tammela",2005,6505
"Tammela",2006,6582
"Tammela",2007,6650
"Tammela",2008,6617
"Tammela",2009,6628
"Tammela",2010,6591
"Tammela",2011,6554
"Tammela",2012,6542
"Tammela",2013,6474
"Tammisaari",1986,11319
"Tammisaari",1987,11334
"Tammisaari",1988,11378
"Tammisaari",1989,11293
"Tammisaari",1990,11351
"Tammisaari",1991,11410
"Tammisaari",1992,11417
"Tammisaari",1993,14702
"Tammisaari",1994,14739
"Tammisaari",1995,14687
"Tammisaari",2004,14521
"Tammisaari",2005,14566
"Tammisaari",2006,14693
"Tammisaari",2007,14784
"Tammisaari",2008,14749
"Tammisaari",2009,0
"Tammisaari",2010,0
"Tammisaari",2011,0
"Tammisaari",2012,0
"Tammisaari",2013,0
"Tampere",1986,169153
"Tampere",1987,170097
"Tampere",1988,170575
"Tampere",1989,171168
"Tampere",1990,171601
"Tampere",1991,172597
"Tampere",1992,173803
"Tampere",1993,176149
"Tampere",1994,179251
"Tampere",1995,182742
"Tampere",2004,202932
"Tampere",2005,204337
"Tampere",2006,206368
"Tampere",2007,207866
"Tampere",2008,209547
"Tampere",2009,211507
"Tampere",2010,213217
"Tampere",2011,215168
"Tampere",2012,217421
"Tampere",2013,220446
"Tarvasjoki",1986,1765
"Tarvasjoki",1987,1768
"Tarvasjoki",1988,1780
"Tarvasjoki",1989,1799
"Tarvasjoki",1990,1824
"Tarvasjoki",1991,1837
"Tarvasjoki",1992,1862
"Tarvasjoki",1993,1890
"Tarvasjoki",1994,1900
"Tarvasjoki",1995,1890
"Tarvasjoki",2004,1941
"Tarvasjoki",2005,1960
"Tarvasjoki",2006,1952
"Tarvasjoki",2007,1942
"Tarvasjoki",2008,1941
"Tarvasjoki",2009,1970
"Tarvasjoki",2010,1945
"Tarvasjoki",2011,1944
"Tarvasjoki",2012,1959
"Tarvasjoki",2013,1956
"Temmes",1986,668
"Temmes",1987,679
"Temmes",1988,681
"Temmes",1989,684
"Temmes",1990,690
"Temmes",1991,698
"Temmes",1992,722
"Temmes",1993,724
"Temmes",1994,720
"Temmes",1995,704
"Temmes",2004,0
"Temmes",2005,0
"Temmes",2006,0
"Temmes",2007,0
"Temmes",2008,0
"Temmes",2009,0
"Temmes",2010,0
"Temmes",2011,0
"Temmes",2012,0
"Temmes",2013,0
"Tervo",1986,2297
"Tervo",1987,2277
"Tervo",1988,2261
"Tervo",1989,2217
"Tervo",1990,2213
"Tervo",1991,2239
"Tervo",1992,2228
"Tervo",1993,2192
"Tervo",1994,2153
"Tervo",1995,2129
"Tervo",2004,1890
"Tervo",2005,1835
"Tervo",2006,1790
"Tervo",2007,1792
"Tervo",2008,1750
"Tervo",2009,1744
"Tervo",2010,1706
"Tervo",2011,1700
"Tervo",2012,1704
"Tervo",2013,1669
"Tervola",1986,4466
"Tervola",1987,4310
"Tervola",1988,4309
"Tervola",1989,4279
"Tervola",1990,4241
"Tervola",1991,4165
"Tervola",1992,4173
"Tervola",1993,4161
"Tervola",1994,4132
"Tervola",1995,4079
"Tervola",2004,3710
"Tervola",2005,3679
"Tervola",2006,3659
"Tervola",2007,3550
"Tervola",2008,3476
"Tervola",2009,3462
"Tervola",2010,3444
"Tervola",2011,3387
"Tervola",2012,3339
"Tervola",2013,3306
"Teuva",1986,7592
"Teuva",1987,7549
"Teuva",1988,7515
"Teuva",1989,7493
"Teuva",1990,7418
"Teuva",1991,7355
"Teuva",1992,7382
"Teuva",1993,7329
"Teuva",1994,7207
"Teuva",1995,7087
"Teuva",2004,6307
"Teuva",2005,6220
"Teuva",2006,6158
"Teuva",2007,6158
"Teuva",2008,6077
"Teuva",2009,5962
"Teuva",2010,5923
"Teuva",2011,5847
"Teuva",2012,5767
"Teuva",2013,5656
"Tohmajärvi",1986,6072
"Tohmajärvi",1987,6044
"Tohmajärvi",1988,5952
"Tohmajärvi",1989,5935
"Tohmajärvi",1990,5884
"Tohmajärvi",1991,5837
"Tohmajärvi",1992,5806
"Tohmajärvi",1993,5760
"Tohmajärvi",1994,5707
"Tohmajärvi",1995,5624
"Tohmajärvi",2004,4897
"Tohmajärvi",2005,5446
"Tohmajärvi",2006,5346
"Tohmajärvi",2007,5239
"Tohmajärvi",2008,5161
"Tohmajärvi",2009,5079
"Tohmajärvi",2010,5008
"Tohmajärvi",2011,4992
"Tohmajärvi",2012,4897
"Tohmajärvi",2013,4876
"Toholampi",1986,4055
"Toholampi",1987,4065
"Toholampi",1988,4061
"Toholampi",1989,4085
"Toholampi",1990,4096
"Toholampi",1991,4088
"Toholampi",1992,4078
"Toholampi",1993,4043
"Toholampi",1994,4067
"Toholampi",1995,4023
"Toholampi",2004,3665
"Toholampi",2005,3671
"Toholampi",2006,3643
"Toholampi",2007,3590
"Toholampi",2008,3536
"Toholampi",2009,3493
"Toholampi",2010,3480
"Toholampi",2011,3485
"Toholampi",2012,3426
"Toholampi",2013,3381
"Toijala",1986,8056
"Toijala",1987,8109
"Toijala",1988,8101
"Toijala",1989,8142
"Toijala",1990,8215
"Toijala",1991,8203
"Toijala",1992,8163
"Toijala",1993,8207
"Toijala",1994,8187
"Toijala",1995,8135
"Toijala",2004,8299
"Toijala",2005,8348
"Toijala",2006,8410
"Toijala",2007,0
"Toijala",2008,0
"Toijala",2009,0
"Toijala",2010,0
"Toijala",2011,0
"Toijala",2012,0
"Toijala",2013,0
"Toivakka",1986,2404
"Toivakka",1987,2411
"Toivakka",1988,2400
"Toivakka",1989,2442
"Toivakka",1990,2491
"Toivakka",1991,2515
"Toivakka",1992,2504
"Toivakka",1993,2477
"Toivakka",1994,2460
"Toivakka",1995,2470
"Toivakka",2004,2373
"Toivakka",2005,2353
"Toivakka",2006,2359
"Toivakka",2007,2347
"Toivakka",2008,2367
"Toivakka",2009,2379
"Toivakka",2010,2418
"Toivakka",2011,2475
"Toivakka",2012,2455
"Toivakka",2013,2466
"Tornio",1986,22334
"Tornio",1987,22471
"Tornio",1988,22532
"Tornio",1989,22603
"Tornio",1990,22697
"Tornio",1991,22867
"Tornio",1992,23019
"Tornio",1993,23313
"Tornio",1994,23274
"Tornio",1995,23156
"Tornio",2004,22204
"Tornio",2005,22297
"Tornio",2006,22299
"Tornio",2007,22373
"Tornio",2008,22487
"Tornio",2009,22426
"Tornio",2010,22513
"Tornio",2011,22545
"Tornio",2012,22489
"Tornio",2013,22371
"Töysä",1986,3080
"Töysä",1987,3116
"Töysä",1988,3116
"Töysä",1989,3165
"Töysä",1990,3183
"Töysä",1991,3216
"Töysä",1992,3194
"Töysä",1993,3203
"Töysä",1994,3195
"Töysä",1995,3165
"Töysä",2004,3211
"Töysä",2005,3237
"Töysä",2006,3248
"Töysä",2007,3258
"Töysä",2008,3235
"Töysä",2009,3191
"Töysä",2010,3152
"Töysä",2011,3156
"Töysä",2012,3120
"Töysä",2013,0
"Turku",1986,161508
"Turku",1987,161292
"Turku",1988,160496
"Turku",1989,160001
"Turku",1990,159539
"Turku",1991,159213
"Turku",1992,159399
"Turku",1993,160390
"Turku",1994,162370
"Turku",1995,164744
"Turku",2004,174824
"Turku",2005,174868
"Turku",2006,175354
"Turku",2007,175286
"Turku",2008,175582
"Turku",2009,176087
"Turku",2010,177326
"Turku",2011,178630
"Turku",2012,180225
"Turku",2013,182072
"Tuulos",1986,1624
"Tuulos",1987,1633
"Tuulos",1988,1633
"Tuulos",1989,1636
"Tuulos",1990,1658
"Tuulos",1991,1655
"Tuulos",1992,1628
"Tuulos",1993,1638
"Tuulos",1994,1574
"Tuulos",1995,1559
"Tuulos",2004,1576
"Tuulos",2005,1564
"Tuulos",2006,1591
"Tuulos",2007,1623
"Tuulos",2008,1643
"Tuulos",2009,0
"Tuulos",2010,0
"Tuulos",2011,0
