"Kunta","Vuosi","Kuntien tunnusluvut"
"Kouvola",1986,31831
"Kouvola",1987,31930
"Kouvola",1988,31940
"Kouvola",1989,31872
"Kouvola",1990,31631
"Kouvola",1991,31833
"Kouvola",1992,32076
"Kouvola",1993,32210
"Kouvola",1994,32233
"Kouvola",1995,32078
"Kouvola",2004,31177
"Kouvola",2005,31054
"Kouvola",2006,30783
"Kouvola",2007,30701
"Kouvola",2008,30628
"Kouvola",2009,88191
"Kouvola",2010,88072
"Kouvola",2011,87567
"Kouvola",2012,87296
"Kouvola",2013,86926
"Köyliö",1986,3429
"Köyliö",1987,3386
"Köyliö",1988,3320
"Köyliö",1989,3324
"Köyliö",1990,3327
"Köyliö",1991,3308
"Köyliö",1992,3304
"Köyliö",1993,3237
"Köyliö",1994,3183
"Köyliö",1995,3171
"Köyliö",2004,2952
"Köyliö",2005,2948
"Köyliö",2006,2907
"Köyliö",2007,2901
"Köyliö",2008,2863
"Köyliö",2009,2852
"Köyliö",2010,2824
"Köyliö",2011,2804
"Köyliö",2012,2750
"Köyliö",2013,2688
"Kristiinankaupunki",1986,9083
"Kristiinankaupunki",1987,8991
"Kristiinankaupunki",1988,8998
"Kristiinankaupunki",1989,8966
"Kristiinankaupunki",1990,8918
"Kristiinankaupunki",1991,8837
"Kristiinankaupunki",1992,8867
"Kristiinankaupunki",1993,8735
"Kristiinankaupunki",1994,8664
"Kristiinankaupunki",1995,8685
"Kristiinankaupunki",2004,7760
"Kristiinankaupunki",2005,7662
"Kristiinankaupunki",2006,7514
"Kristiinankaupunki",2007,7389
"Kristiinankaupunki",2008,7262
"Kristiinankaupunki",2009,7254
"Kristiinankaupunki",2010,7157
"Kristiinankaupunki",2011,7096
"Kristiinankaupunki",2012,7055
"Kristiinankaupunki",2013,7001
"Kruunupyy",1986,7112
"Kruunupyy",1987,7096
"Kruunupyy",1988,7067
"Kruunupyy",1989,7085
"Kruunupyy",1990,7084
"Kruunupyy",1991,7052
"Kruunupyy",1992,7081
"Kruunupyy",1993,7115
"Kruunupyy",1994,7057
"Kruunupyy",1995,7025
"Kruunupyy",2004,6811
"Kruunupyy",2005,6800
"Kruunupyy",2006,6700
"Kruunupyy",2007,6716
"Kruunupyy",2008,6716
"Kruunupyy",2009,6720
"Kruunupyy",2010,6731
"Kruunupyy",2011,6681
"Kruunupyy",2012,6666
"Kruunupyy",2013,6682
"Kuhmalahti",1986,1062
"Kuhmalahti",1987,1072
"Kuhmalahti",1988,1061
"Kuhmalahti",1989,1058
"Kuhmalahti",1990,1096
"Kuhmalahti",1991,1114
"Kuhmalahti",1992,1163
"Kuhmalahti",1993,1153
"Kuhmalahti",1994,1168
"Kuhmalahti",1995,1156
"Kuhmalahti",2004,1118
"Kuhmalahti",2005,1120
"Kuhmalahti",2006,1104
"Kuhmalahti",2007,1076
"Kuhmalahti",2008,1060
"Kuhmalahti",2009,1056
"Kuhmalahti",2010,1040
"Kuhmalahti",2011,0
"Kuhmalahti",2012,0
"Kuhmalahti",2013,0
"Kuhmo",1986,13517
"Kuhmo",1987,13332
"Kuhmo",1988,13222
"Kuhmo",1989,13076
"Kuhmo",1990,12971
"Kuhmo",1991,12881
"Kuhmo",1992,12804
"Kuhmo",1993,12662
"Kuhmo",1994,12513
"Kuhmo",1995,12356
"Kuhmo",2004,10449
"Kuhmo",2005,10271
"Kuhmo",2006,10072
"Kuhmo",2007,9943
"Kuhmo",2008,9798
"Kuhmo",2009,9636
"Kuhmo",2010,9492
"Kuhmo",2011,9334
"Kuhmo",2012,9240
"Kuhmo",2013,9104
"Kuhmoinen",1986,3546
"Kuhmoinen",1987,3503
"Kuhmoinen",1988,3481
"Kuhmoinen",1989,3443
"Kuhmoinen",1990,3437
"Kuhmoinen",1991,3427
"Kuhmoinen",1992,3361
"Kuhmoinen",1993,3320
"Kuhmoinen",1994,3285
"Kuhmoinen",1995,3209
"Kuhmoinen",2004,2838
"Kuhmoinen",2005,2805
"Kuhmoinen",2006,2731
"Kuhmoinen",2007,2703
"Kuhmoinen",2008,2639
"Kuhmoinen",2009,2589
"Kuhmoinen",2010,2554
"Kuhmoinen",2011,2505
"Kuhmoinen",2012,2438
"Kuhmoinen",2013,2409
"Kuivaniemi",1986,2504
"Kuivaniemi",1987,2474
"Kuivaniemi",1988,2454
"Kuivaniemi",1989,2432
"Kuivaniemi",1990,2444
"Kuivaniemi",1991,2405
"Kuivaniemi",1992,2367
"Kuivaniemi",1993,2344
"Kuivaniemi",1994,2325
"Kuivaniemi",1995,2308
"Kuivaniemi",2004,2028
"Kuivaniemi",2005,2001
"Kuivaniemi",2006,1977
"Kuivaniemi",2007,0
"Kuivaniemi",2008,0
"Kuivaniemi",2009,0
"Kuivaniemi",2010,0
"Kuivaniemi",2011,0
"Kuivaniemi",2012,0
"Kuivaniemi",2013,0
"Kullaa",1986,1797
"Kullaa",1987,1767
"Kullaa",1988,1749
"Kullaa",1989,1757
"Kullaa",1990,1748
"Kullaa",1991,1740
"Kullaa",1992,1728
"Kullaa",1993,1733
"Kullaa",1994,1729
"Kullaa",1995,1711
"Kullaa",2004,1609
"Kullaa",2005,0
"Kullaa",2006,0
"Kullaa",2007,0
"Kullaa",2008,0
"Kullaa",2009,0
"Kullaa",2010,0
"Kullaa",2011,0
"Kullaa",2012,0
"Kullaa",2013,0
"Kumlinge",1986,466
"Kumlinge",1987,459
"Kumlinge",1988,444
"Kumlinge",1989,458
"Kumlinge",1990,470
"Kumlinge",1991,468
"Kumlinge",1992,453
"Kumlinge",1993,445
"Kumlinge",1994,442
"Kumlinge",1995,439
"Kumlinge",2004,371
"Kumlinge",2005,355
"Kumlinge",2006,359
"Kumlinge",2007,366
"Kumlinge",2008,360
"Kumlinge",2009,372
"Kumlinge",2010,364
"Kumlinge",2011,361
"Kumlinge",2012,338
"Kumlinge",2013,330
"Kuopio",1986,78166
"Kuopio",1987,78571
"Kuopio",1988,79007
"Kuopio",1989,79562
"Kuopio",1990,80019
"Kuopio",1991,80645
"Kuopio",1992,81595
"Kuopio",1993,83097
"Kuopio",1994,83955
"Kuopio",1995,84733
"Kuopio",2004,88452
"Kuopio",2005,90726
"Kuopio",2006,90960
"Kuopio",2007,91320
"Kuopio",2008,91959
"Kuopio",2009,92626
"Kuopio",2010,93295
"Kuopio",2011,97433
"Kuopio",2012,98649
"Kuopio",2013,106342
"Kuorevesi",1986,3199
"Kuorevesi",1987,3195
"Kuorevesi",1988,3163
"Kuorevesi",1989,3127
"Kuorevesi",1990,3101
"Kuorevesi",1991,3121
"Kuorevesi",1992,3118
"Kuorevesi",1993,3154
"Kuorevesi",1994,3074
"Kuorevesi",1995,3039
"Kuorevesi",2004,0
"Kuorevesi",2005,0
"Kuorevesi",2006,0
"Kuorevesi",2007,0
"Kuorevesi",2008,0
"Kuorevesi",2009,0
"Kuorevesi",2010,0
"Kuorevesi",2011,0
"Kuorevesi",2012,0
"Kuorevesi",2013,0
"Kuortane",1986,5062
"Kuortane",1987,4998
"Kuortane",1988,4939
"Kuortane",1989,4910
"Kuortane",1990,4895
"Kuortane",1991,4865
"Kuortane",1992,4922
"Kuortane",1993,4909
"Kuortane",1994,4877
"Kuortane",1995,4809
"Kuortane",2004,4230
"Kuortane",2005,4185
"Kuortane",2006,4167
"Kuortane",2007,4073
"Kuortane",2008,4019
"Kuortane",2009,3983
"Kuortane",2010,3943
"Kuortane",2011,3906
"Kuortane",2012,3849
"Kuortane",2013,3819
"Kurikka",1986,11499
"Kurikka",1987,11524
"Kurikka",1988,11460
"Kurikka",1989,11408
"Kurikka",1990,11385
"Kurikka",1991,11395
"Kurikka",1992,11289
"Kurikka",1993,11237
"Kurikka",1994,11196
"Kurikka",1995,11121
"Kurikka",2004,10568
"Kurikka",2005,10533
"Kurikka",2006,10510
"Kurikka",2007,10560
"Kurikka",2008,10463
"Kurikka",2009,14626
"Kurikka",2010,14597
"Kurikka",2011,14495
"Kurikka",2012,14395
"Kurikka",2013,14322
"Kuru",1986,3237
"Kuru",1987,3181
"Kuru",1988,3162
"Kuru",1989,3128
"Kuru",1990,3132
"Kuru",1991,3054
"Kuru",1992,3028
"Kuru",1993,3036
"Kuru",1994,2988
"Kuru",1995,2936
"Kuru",2004,2767
"Kuru",2005,2761
"Kuru",2006,2784
"Kuru",2007,2764
"Kuru",2008,2759
"Kuru",2009,0
"Kuru",2010,0
"Kuru",2011,0
"Kuru",2012,0
"Kuru",2013,0
"Kustavi",1986,1240
"Kustavi",1987,1193
"Kustavi",1988,1183
"Kustavi",1989,1166
"Kustavi",1990,1144
"Kustavi",1991,1150
"Kustavi",1992,1147
"Kustavi",1993,1100
"Kustavi",1994,1074
"Kustavi",1995,1067
"Kustavi",2004,941
"Kustavi",2005,930
"Kustavi",2006,912
"Kustavi",2007,901
"Kustavi",2008,910
"Kustavi",2009,881
"Kustavi",2010,874
"Kustavi",2011,886
"Kustavi",2012,889
"Kustavi",2013,869
"Kuusamo",1986,17917
"Kuusamo",1987,17821
"Kuusamo",1988,17743
"Kuusamo",1989,17801
"Kuusamo",1990,18061
"Kuusamo",1991,18126
"Kuusamo",1992,18281
"Kuusamo",1993,18561
"Kuusamo",1994,18687
"Kuusamo",1995,18687
"Kuusamo",2004,17193
"Kuusamo",2005,17113
"Kuusamo",2006,17000
"Kuusamo",2007,16899
"Kuusamo",2008,16775
"Kuusamo",2009,16669
"Kuusamo",2010,16492
"Kuusamo",2011,16373
"Kuusamo",2012,16167
"Kuusamo",2013,15952
"Kuusankoski",1986,22075
"Kuusankoski",1987,21986
"Kuusankoski",1988,21908
"Kuusankoski",1989,21755
"Kuusankoski",1990,21787
"Kuusankoski",1991,21777
"Kuusankoski",1992,21774
"Kuusankoski",1993,21695
"Kuusankoski",1994,21580
"Kuusankoski",1995,21494
"Kuusankoski",2004,20337
"Kuusankoski",2005,20247
"Kuusankoski",2006,20178
"Kuusankoski",2007,19831
"Kuusankoski",2008,19733
"Kuusankoski",2009,0
"Kuusankoski",2010,0
"Kuusankoski",2011,0
"Kuusankoski",2012,0
"Kuusankoski",2013,0
"Kuusjoki",1986,1905
"Kuusjoki",1987,1884
"Kuusjoki",1988,1926
"Kuusjoki",1989,1913
"Kuusjoki",1990,1886
"Kuusjoki",1991,1888
"Kuusjoki",1992,1887
"Kuusjoki",1993,1855
"Kuusjoki",1994,1854
"Kuusjoki",1995,1837
"Kuusjoki",2004,1781
"Kuusjoki",2005,1755
"Kuusjoki",2006,1766
"Kuusjoki",2007,1736
"Kuusjoki",2008,1723
"Kuusjoki",2009,0
"Kuusjoki",2010,0
"Kuusjoki",2011,0
"Kuusjoki",2012,0
"Kuusjoki",2013,0
"Kylmäkoski",1986,2538
"Kylmäkoski",1987,2470
"Kylmäkoski",1988,2458
"Kylmäkoski",1989,2513
"Kylmäkoski",1990,2524
"Kylmäkoski",1991,2605
"Kylmäkoski",1992,2629
"Kylmäkoski",1993,2661
"Kylmäkoski",1994,2657
"Kylmäkoski",1995,2679
"Kylmäkoski",2004,2653
"Kylmäkoski",2005,2633
"Kylmäkoski",2006,2622
"Kylmäkoski",2007,2629
"Kylmäkoski",2008,2612
"Kylmäkoski",2009,2612
"Kylmäkoski",2010,2606
"Kylmäkoski",2011,0
"Kylmäkoski",2012,0
"Kylmäkoski",2013,0
"Kyyjärvi",1986,1992
"Kyyjärvi",1987,1978
"Kyyjärvi",1988,1971
"Kyyjärvi",1989,1956
"Kyyjärvi",1990,1979
"Kyyjärvi",1991,1995
"Kyyjärvi",1992,1985
"Kyyjärvi",1993,1967
"Kyyjärvi",1994,1966
"Kyyjärvi",1995,1947
"Kyyjärvi",2004,1693
"Kyyjärvi",2005,1646
"Kyyjärvi",2006,1612
"Kyyjärvi",2007,1575
"Kyyjärvi",2008,1558
"Kyyjärvi",2009,1536
"Kyyjärvi",2010,1508
"Kyyjärvi",2011,1503
"Kyyjärvi",2012,1469
"Kyyjärvi",2013,1431
"Lahti",1986,94467
"Lahti",1987,94234
"Lahti",1988,93659
"Lahti",1989,93251
"Lahti",1990,93080
"Lahti",1991,93139
"Lahti",1992,93413
"Lahti",1993,94160
"Lahti",1994,94706
"Lahti",1995,95119
"Lahti",2004,98281
"Lahti",2005,98413
"Lahti",2006,98766
"Lahti",2007,99308
"Lahti",2008,100080
"Lahti",2009,100854
"Lahti",2010,101588
"Lahti",2011,102308
"Lahti",2012,103016
"Lahti",2013,103364
"Laihia",1986,7454
"Laihia",1987,7487
"Laihia",1988,7472
"Laihia",1989,7465
"Laihia",1990,7551
"Laihia",1991,7602
"Laihia",1992,7622
"Laihia",1993,7659
"Laihia",1994,7627
"Laihia",1995,7576
"Laihia",2004,7522
"Laihia",2005,7564
"Laihia",2006,7665
"Laihia",2007,7664
"Laihia",2008,7692
"Laihia",2009,7794
"Laihia",2010,7870
"Laihia",2011,7933
"Laihia",2012,7993
"Laihia",2013,8007
"Laitila",1986,9181
"Laitila",1987,9167
"Laitila",1988,9257
"Laitila",1989,9322
"Laitila",1990,9336
"Laitila",1991,9338
"Laitila",1992,9354
"Laitila",1993,9261
"Laitila",1994,9169
"Laitila",1995,9128
"Laitila",2004,8569
"Laitila",2005,8569
"Laitila",2006,8526
"Laitila",2007,8484
"Laitila",2008,8470
"Laitila",2009,8442
"Laitila",2010,8440
"Laitila",2011,8408
"Laitila",2012,8460
"Laitila",2013,8487
"Lammi",1986,5892
"Lammi",1987,5899
"Lammi",1988,5924
"Lammi",1989,5910
"Lammi",1990,5926
"Lammi",1991,5985
"Lammi",1992,5962
"Lammi",1993,5935
"Lammi",1994,5873
"Lammi",1995,5812
"Lammi",2004,5625
"Lammi",2005,5612
"Lammi",2006,5584
"Lammi",2007,5506
"Lammi",2008,5527
"Lammi",2009,0
"Lammi",2010,0
"Lammi",2011,0
"Lammi",2012,0
"Lammi",2013,0
"Längelmäki",1986,2161
"Längelmäki",1987,2145
"Längelmäki",1988,2112
"Längelmäki",1989,2059
"Längelmäki",1990,2045
"Längelmäki",1991,2020
"Längelmäki",1992,1992
"Längelmäki",1993,1907
"Längelmäki",1994,1887
"Längelmäki",1995,1870
"Längelmäki",2004,1703
"Längelmäki",2005,1673
"Längelmäki",2006,1644
"Längelmäki",2007,0
"Längelmäki",2008,0
"Längelmäki",2009,0
"Längelmäki",2010,0
"Längelmäki",2011,0
"Längelmäki",2012,0
"Längelmäki",2013,0
"Länsi-Turunmaa",1986,0
"Länsi-Turunmaa",1987,0
"Länsi-Turunmaa",1988,0
"Länsi-Turunmaa",1989,0
"Länsi-Turunmaa",1990,0
"Länsi-Turunmaa",1991,0
"Länsi-Turunmaa",1992,0
"Länsi-Turunmaa",1993,0
"Länsi-Turunmaa",1994,0
"Länsi-Turunmaa",1995,0
"Länsi-Turunmaa",2004,0
"Länsi-Turunmaa",2005,0
"Länsi-Turunmaa",2006,0
"Länsi-Turunmaa",2007,0
"Länsi-Turunmaa",2008,0
"Länsi-Turunmaa",2009,15490
"Länsi-Turunmaa",2010,15501
"Länsi-Turunmaa",2011,15505
"Länsi-Turunmaa",2012,0
"Länsi-Turunmaa",2013,0
"Lapinjärvi",1986,3368
"Lapinjärvi",1987,3320
"Lapinjärvi",1988,3310
"Lapinjärvi",1989,3325
"Lapinjärvi",1990,3330
"Lapinjärvi",1991,3305
"Lapinjärvi",1992,3361
"Lapinjärvi",1993,3244
"Lapinjärvi",1994,3238
"Lapinjärvi",1995,3139
"Lapinjärvi",2004,2979
"Lapinjärvi",2005,2937
"Lapinjärvi",2006,2945
"Lapinjärvi",2007,2929
"Lapinjärvi",2008,2934
"Lapinjärvi",2009,2926
"Lapinjärvi",2010,2872
"Lapinjärvi",2011,2848
"Lapinjärvi",2012,2829
"Lapinjärvi",2013,2820
"Lapinlahti",1986,7932
"Lapinlahti",1987,7996
"Lapinlahti",1988,8015
"Lapinlahti",1989,8013
"Lapinlahti",1990,8022
"Lapinlahti",1991,8064
"Lapinlahti",1992,8108
"Lapinlahti",1993,8126
"Lapinlahti",1994,8064
"Lapinlahti",1995,8051
"Lapinlahti",2004,7594
"Lapinlahti",2005,7513
"Lapinlahti",2006,7552
"Lapinlahti",2007,7519
"Lapinlahti",2008,7559
"Lapinlahti",2009,7525
"Lapinlahti",2010,7507
"Lapinlahti",2011,10386
"Lapinlahti",2012,10289
"Lapinlahti",2013,10176
"Lappajärvi",1986,4582
"Lappajärvi",1987,4584
"Lappajärvi",1988,4557
"Lappajärvi",1989,4543
"Lappajärvi",1990,4555
"Lappajärvi",1991,4504
"Lappajärvi",1992,4478
"Lappajärvi",1993,4472
"Lappajärvi",1994,4442
"Lappajärvi",1995,4380
"Lappajärvi",2004,3746
"Lappajärvi",2005,3670
"Lappajärvi",2006,3608
"Lappajärvi",2007,3564
"Lappajärvi",2008,3517
"Lappajärvi",2009,3495
"Lappajärvi",2010,3440
"Lappajärvi",2011,3436
"Lappajärvi",2012,3383
"Lappajärvi",2013,3317
"Lappeenranta",1986,54102
"Lappeenranta",1987,53922
"Lappeenranta",1988,53772
"Lappeenranta",1989,54941
"Lappeenranta",1990,54794
"Lappeenranta",1991,54927
"Lappeenranta",1992,55355
"Lappeenranta",1993,55843
"Lappeenranta",1994,56412
"Lappeenranta",1995,56664
"Lappeenranta",2004,58982
"Lappeenranta",2005,59073
"Lappeenranta",2006,59118
"Lappeenranta",2007,59286
"Lappeenranta",2008,59657
"Lappeenranta",2009,70420
"Lappeenranta",2010,71989
"Lappeenranta",2011,72133
"Lappeenranta",2012,72424
"Lappeenranta",2013,72658
"Lappi",1986,3420
"Lappi",1987,3397
"Lappi",1988,3395
"Lappi",1989,3404
"Lappi",1990,3453
"Lappi",1991,3464
"Lappi",1992,3454
"Lappi",1993,3426
"Lappi",1994,3433
"Lappi",1995,3374
"Lappi",2004,3259
"Lappi",2005,3267
"Lappi",2006,0
"Lappi",2007,0
"Lappi",2008,0
"Lappi",2009,0
"Lappi",2010,0
"Lappi",2011,0
"Lappi",2012,0
"Lappi",2013,0
"Lappi (kunta)",1986,0
"Lappi (kunta)",1987,0
"Lappi (kunta)",1988,0
"Lappi (kunta)",1989,0
"Lappi (kunta)",1990,0
"Lappi (kunta)",1991,0
"Lappi (kunta)",1992,0
"Lappi (kunta)",1993,0
"Lappi (kunta)",1994,0
"Lappi (kunta)",1995,0
"Lappi (kunta)",2004,0
"Lappi (kunta)",2005,0
"Lappi (kunta)",2006,3248
"Lappi (kunta)",2007,3270
"Lappi (kunta)",2008,3255
"Lappi (kunta)",2009,0
"Lappi (kunta)",2010,0
"Lappi (kunta)",2011,0
"Lappi (kunta)",2012,0
"Lappi (kunta)",2013,0
"Lapua",1986,14624
"Lapua",1987,14550
"Lapua",1988,14626
"Lapua",1989,14544
"Lapua",1990,14538
"Lapua",1991,14573
"Lapua",1992,14576
"Lapua",1993,14628
"Lapua",1994,14580
"Lapua",1995,14488
"Lapua",2004,14012
"Lapua",2005,14081
"Lapua",2006,14100
"Lapua",2007,14178
"Lapua",2008,14234
"Lapua",2009,14326
"Lapua",2010,14428
"Lapua",2011,14530
"Lapua",2012,14650
"Lapua",2013,14692
"Laukaa",1986,14717
"Laukaa",1987,14841
"Laukaa",1988,14994
"Laukaa",1989,15191
"Laukaa",1990,15498
"Laukaa",1991,15740
"Laukaa",1992,16044
"Laukaa",1993,16282
"Laukaa",1994,16340
"Laukaa",1995,16352
"Laukaa",2004,17068
"Laukaa",2005,17193
"Laukaa",2006,17385
"Laukaa",2007,17609
"Laukaa",2008,17763
"Laukaa",2009,17975
"Laukaa",2010,18142
"Laukaa",2011,18286
"Laukaa",2012,18481
"Laukaa",2013,18588
"Lavia",1986,2823
"Lavia",1987,2796
"Lavia",1988,2789
"Lavia",1989,2749
"Lavia",1990,2743
"Lavia",1991,2704
"Lavia",1992,2704
"Lavia",1993,2622
"Lavia",1994,2630
"Lavia",1995,2603
"Lavia",2004,2218
"Lavia",2005,2195
"Lavia",2006,2162
"Lavia",2007,2110
"Lavia",2008,2086
"Lavia",2009,2058
"Lavia",2010,1994
"Lavia",2011,1945
"Lavia",2012,1916
"Lavia",2013,1902
"Lehtimäki",1986,2441
"Lehtimäki",1987,2453
"Lehtimäki",1988,2428
"Lehtimäki",1989,2413
"Lehtimäki",1990,2386
"Lehtimäki",1991,2371
"Lehtimäki",1992,2335
"Lehtimäki",1993,2305
"Lehtimäki",1994,2303
"Lehtimäki",1995,2248
"Lehtimäki",2004,1970
"Lehtimäki",2005,1930
"Lehtimäki",2006,1914
"Lehtimäki",2007,1897
"Lehtimäki",2008,1848
"Lehtimäki",2009,0
"Lehtimäki",2010,0
"Lehtimäki",2011,0
"Lehtimäki",2012,0
"Lehtimäki",2013,0
"Leivonmäki",1986,1411
"Leivonmäki",1987,1401
"Leivonmäki",1988,1382
"Leivonmäki",1989,1345
"Leivonmäki",1990,1339
"Leivonmäki",1991,1342
"Leivonmäki",1992,1363
"Leivonmäki",1993,1374
"Leivonmäki",1994,1341
"Leivonmäki",1995,1313
"Leivonmäki",2004,1165
"Leivonmäki",2005,1155
"Leivonmäki",2006,1134
"Leivonmäki",2007,1135
"Leivonmäki",2008,0
"Leivonmäki",2009,0
"Leivonmäki",2010,0
"Leivonmäki",2011,0
"Leivonmäki",2012,0
"Leivonmäki",2013,0
"Lemi",1986,2866
"Lemi",1987,2908
"Lemi",1988,2944
"Lemi",1989,2989
"Lemi",1990,3093
"Lemi",1991,3141
"Lemi",1992,3128
"Lemi",1993,3214
"Lemi",1994,3205
"Lemi",1995,3147
"Lemi",2004,3109
"Lemi",2005,3107
"Lemi",2006,3052
"Lemi",2007,3056
"Lemi",2008,3059
"Lemi",2009,3041
"Lemi",2010,3064
"Lemi",2011,3068
"Lemi",2012,3059
"Lemi",2013,3130
"Lemland",1986,1124
"Lemland",1987,1138
"Lemland",1988,1155
"Lemland",1989,1194
"Lemland",1990,1219
"Lemland",1991,1274
"Lemland",1992,1333
"Lemland",1993,1374
"Lemland",1994,1391
"Lemland",1995,1443
"Lemland",2004,1694
"Lemland",2005,1695
"Lemland",2006,1731
"Lemland",2007,1773
"Lemland",2008,1783
"Lemland",2009,1782
"Lemland",2010,1814
"Lemland",2011,1860
"Lemland",2012,1883
"Lemland",2013,1926
"Lempäälä",1986,13627
"Lempäälä",1987,13709
"Lempäälä",1988,13943
"Lempäälä",1989,14172
"Lempäälä",1990,14444
"Lempäälä",1991,14574
"Lempäälä",1992,14770
"Lempäälä",1993,15106
"Lempäälä",1994,15272
"Lempäälä",1995,15395
"Lempäälä",2004,17733
"Lempäälä",2005,18248
"Lempäälä",2006,18702
"Lempäälä",2007,19271
"Lempäälä",2008,19753
"Lempäälä",2009,20178
"Lempäälä",2010,20588
"Lempäälä",2011,20888
"Lempäälä",2012,21440
"Lempäälä",2013,21829
"Lemu",1986,1143
"Lemu",1987,1181
"Lemu",1988,1163
"Lemu",1989,1187
"Lemu",1990,1233
"Lemu",1991,1305
"Lemu",1992,1336
"Lemu",1993,1368
"Lemu",1994,1384
"Lemu",1995,1379
"Lemu",2004,1603
"Lemu",2005,1635
"Lemu",2006,1656
"Lemu",2007,1762
"Lemu",2008,1818
"Lemu",2009,0
"Lemu",2010,0
"Lemu",2011,0
"Lemu",2012,0
"Lemu",2013,0
"Leppävirta",1986,11540
"Leppävirta",1987,11555
"Leppävirta",1988,11490
"Leppävirta",1989,11547
"Leppävirta",1990,11633
"Leppävirta",1991,11672
"Leppävirta",1992,11680
"Leppävirta",1993,11731
"Leppävirta",1994,11649
"Leppävirta",1995,11592
"Leppävirta",2004,10970
"Leppävirta",2005,10967
"Leppävirta",2006,10921
"Leppävirta",2007,10885
"Leppävirta",2008,10760
"Leppävirta",2009,10633
"Leppävirta",2010,10556
"Leppävirta",2011,10405
"Leppävirta",2012,10274
"Leppävirta",2013,10170
"Lestijärvi",1986,1072
"Lestijärvi",1987,1077
"Lestijärvi",1988,1104
"Lestijärvi",1989,1110
"Lestijärvi",1990,1090
"Lestijärvi",1991,1112
"Lestijärvi",1992,1099
"Lestijärvi",1993,1112
"Lestijärvi",1994,1113
"Lestijärvi",1995,1123
"Lestijärvi",2004,956
"Lestijärvi",2005,955
"Lestijärvi",2006,942
"Lestijärvi",2007,904
"Lestijärvi",2008,881
"Lestijärvi",2009,860
"Lestijärvi",2010,853
"Lestijärvi",2011,847
"Lestijärvi",2012,835
"Lestijärvi",2013,818
"Lieksa",1986,18596
"Lieksa",1987,18397
"Lieksa",1988,18155
"Lieksa",1989,17867
"Lieksa",1990,17654
"Lieksa",1991,17523
"Lieksa",1992,17396
"Lieksa",1993,17189
"Lieksa",1994,16949
"Lieksa",1995,16752
"Lieksa",2004,14080
"Lieksa",2005,13722
"Lieksa",2006,13505
"Lieksa",2007,13181
"Lieksa",2008,12918
"Lieksa",2009,12788
"Lieksa",2010,12687
"Lieksa",2011,12585
"Lieksa",2012,12399
"Lieksa",2013,12303
"Lieto",1986,11035
"Lieto",1987,11211
"Lieto",1988,11484
"Lieto",1989,11812
"Lieto",1990,12072
"Lieto",1991,12256
"Lieto",1992,12356
"Lieto",1993,12710
"Lieto",1994,12783
"Lieto",1995,12745
"Lieto",2004,15002
"Lieto",2005,15103
"Lieto",2006,15415
"Lieto",2007,15607
"Lieto",2008,15772
"Lieto",2009,16011
"Lieto",2010,16260
"Lieto",2011,16690
"Lieto",2012,17023
"Lieto",2013,17172
"Liljendal",1986,1439
"Liljendal",1987,1466
"Liljendal",1988,1479
"Liljendal",1989,1511
"Liljendal",1990,1537
"Liljendal",1991,1537
"Liljendal",1992,1540
"Liljendal",1993,1526
"Liljendal",1994,1504
"Liljendal",1995,1509
"Liljendal",2004,1463
"Liljendal",2005,1465
"Liljendal",2006,1440
"Liljendal",2007,1452
"Liljendal",2008,1469
"Liljendal",2009,1472
"Liljendal",2010,0
"Liljendal",2011,0
"Liljendal",2012,0
"Liljendal",2013,0
"Liminka",1986,4424
"Liminka",1987,4440
"Liminka",1988,4433
"Liminka",1989,4524
"Liminka",1990,4712
"Liminka",1991,4825
"Liminka",1992,5012
"Liminka",1993,5325
"Liminka",1994,5421
"Liminka",1995,5516
"Liminka",2004,7039
"Liminka",2005,7484
"Liminka",2006,7963
"Liminka",2007,8399
"Liminka",2008,8576
"Liminka",2009,8861
"Liminka",2010,9037
"Liminka",2011,9164
"Liminka",2012,9432
"Liminka",2013,9577
"Liperi",1986,10982
"Liperi",1987,11061
"Liperi",1988,11156
"Liperi",1989,11247
"Liperi",1990,11435
"Liperi",1991,11502
"Liperi",1992,11518
"Liperi",1993,11656
"Liperi",1994,11656
"Liperi",1995,11708
"Liperi",2004,11641
"Liperi",2005,11750
"Liperi",2006,11850
"Liperi",2007,11940
"Liperi",2008,12056
"Liperi",2009,12133
"Liperi",2010,12271
"Liperi",2011,12286
"Liperi",2012,12397
"Liperi",2013,12396
"Lohja",1986,0
"Lohja",1987,0
"Lohja",1988,0
"Lohja",1989,0
"Lohja",1990,0
"Lohja",1991,0
"Lohja",1992,0
"Lohja",1993,0
"Lohja",1994,0
"Lohja",1995,0
"Lohja",2004,36218
"Lohja",2005,36585
"Lohja",2006,36974
"Lohja",2007,37352
"Lohja",2008,37769
"Lohja",2009,39334
"Lohja",2010,39714
"Lohja",2011,39726
"Lohja",2012,39854
"Lohja",2013,47703
"Lohtaja",1986,2978
"Lohtaja",1987,2984
"Lohtaja",1988,3012
"Lohtaja",1989,3052
"Lohtaja",1990,3015
"Lohtaja",1991,3003
"Lohtaja",1992,3028
"Lohtaja",1993,3080
"Lohtaja",1994,3097
"Lohtaja",1995,3101
"Lohtaja",2004,2883
"Lohtaja",2005,2882
"Lohtaja",2006,2832
"Lohtaja",2007,2820
"Lohtaja",2008,2791
"Lohtaja",2009,0
"Lohtaja",2010,0
"Lohtaja",2011,0
"Lohtaja",2012,0
